id,message,from_id,year,month,day,hour,minute,second,reply,Huara_barrier,category,status
409465,ازمة زعترة لعند ءول الكوربة اللي قبلها,5418354984,2023,3,7,13,55,8,,0,question,-1
409467,شرطة على دوار زعترة,1829705126,2023,3,7,13,55,18,ما في اشي ع زعترة,0,answered,1
409468,حواره البلد مافيها  وزعتره تمام بس التنتين ازمه,6002398373,2023,3,7,13,55,38,,1,question,-1
409469,يتساهر طمنونا في اشي,1043789714,2023,3,7,13,55,52,لا سالك,0,answered,1
409470,حاجززز حواره سالك,2039962330,2023,3,7,13,56,2,,1,question,-1
409471,شباب حوارة سالكة ,1473520236,2023,3,7,13,56,2,سااااالكه,1,answered,1
409473,شباب شو وض يتسهار ,1898550155,2023,3,7,13,56,9,,0,question,-1
409475,اه سالة,1043789714,2023,3,7,13,56,12,,0,question,-1
409476,سالك,1043789714,2023,3,7,13,56,15,,0,question,-1
409478,شو ضوع صرة,992624358,2023,3,7,13,56,21,,0,question,-1
409480,حوارة  سالكه,5301962003,2023,3,7,13,56,30,,1,question,-1
409481,نعم سال ازمه طبيعيه,1043789714,2023,3,7,13,56,37,,0,question,-1
409482,سالك,1043789714,2023,3,7,13,56,40,,0,question,-1
409484,"مباشر ءقتحام نابلس وجنين الءن backhandindexpointingdown

",5680297914,2023,3,7,13,57,9,,0,question,-1
409485,شباب شفي شمرون كيف,5637352182,2023,3,7,13,57,11,سالك,0,answered,1
409486,مافي شي ع يتسهار وسالكه,6002398373,2023,3,7,13,57,20,,0,question,-1
409488,طريق اربحا,6050332988,2023,3,7,13,57,49,,0,question,-1
409489,للي جاي من الجنوب على الشمال سيارة شرطة قبل دوار زعترة,5294930564,2023,3,7,13,57,49,,0,question,-1
409490,كيف,6050332988,2023,3,7,13,57,51,,0,question,-1
409491,شباب في جيش في عسكر  او البلد,782724220,2023,3,7,13,58,7,لا,0,answered,0
409493,شو وضع  صرة,5881220589,2023,3,7,13,58,15,سالكة لهاي اللحظة,0,answered,1
409497,دير شرف سالكه ولا لا,5739856818,2023,3,7,13,58,36,,0,question,-1
409498,شباب ديروا بالكم في مستوطنين اثنين ملثمين وماسكين زجاجات على دوار يتسهار,5203409551,2023,3,7,13,58,44,,0,question,-1
409499,شباب طريق اريحا,6050332988,2023,3,7,13,58,47,"منيحة الطريق 
في ع زعترة سيارة شرطة",0,answered,1
409500,ولا بدكم اموت,6050332988,2023,3,7,13,58,51,,0,question,-1
409501,يتسهار سالك,1673057369,2023,3,7,13,58,51,,0,question,-1
409504,حاجز حوارة سالك ,2030502684,2023,3,7,13,59,52,سالك,1,answered,1
409505,يتسهار نمر ولا كيف,1375616866,2023,3,7,14,0,7,سالك يتسهار كمان,0,answered,1
409510,المربعة فاضية,5596674318,2023,3,7,14,0,25,,0,question,-1
409513,صره شو وضعها,5047737120,2023,3,7,14,0,46,منيحة لهاي اللحظة,0,answered,1
409515,حاجز حوارة سالك ونظيف,5912318119,2023,3,7,14,1,8,,1,question,-1
409516,دير شرف سالك في الاتجاهين,6171426033,2023,3,7,14,1,10,,0,question,-1
409518,شافي شومرون شو وضع الطريق من جنين ل نابلس,5518955811,2023,3,7,14,1,13,سالك شافي شمرون حاليا,0,answered,1
409522,شو وضع المربعة,5360411796,2023,3,7,14,2,1,,0,question,-1
409523,دير شرف,5678642207,2023,3,7,14,2,36,سالكة,0,answered,1
409524,هي فيديو للمربعة فوق سااالكة,1018320076,2023,3,7,14,2,38,,0,question,-1
409527,حوميش سكروا هس,1065516019,2023,3,7,14,3,9,بمرقو والا مغلق,0,answered,0
409528,هي وصلتنا هناك,1065516019,2023,3,7,14,3,23,,0,question,-1
409533,حوارة شو الوضع شباب,5303701495,2023,3,7,14,4,31,,1,question,-1
409534,المربعه سالكه ما في حاجز,1507939991,2023,3,7,14,4,32,,0,question,-1
409536,من زعترة لحاجز حوارة الوضع سالك,1897618975,2023,3,7,14,4,34,,1,question,-1
409537,عناب سالك ,5454843421,2023,3,7,14,5,9,من ٤ دقاءق مرقت سالك,0,answered,1
409538,مخصوم على حومش,5435459553,2023,3,7,14,5,25,,0,question,-1
409540,حوارة شباب الوضع,5303701495,2023,3,7,14,5,45,سالكة ءزمة طبيعية,1,answered,1
409541,جنات عليها اشي ,282742656,2023,3,7,14,5,53,,0,question,-1
409542,في شي ب نابلس,5843971066,2023,3,7,14,6,4,لا,0,answered,0
409544,كيف حاجز قلنديا,5419599183,2023,3,7,14,6,18,,0,question,-1
409545,صره,1345477114,2023,3,7,14,6,27,,0,question,-1
409546,اه في اقتحام,5823300154,2023,3,7,14,6,28,,0,question,-1
409547,كيف شباب,1345477114,2023,3,7,14,6,34,لهسه منيحة,0,answered,1
409553,صره كيف شباب,1345477114,2023,3,7,14,6,55,,0,question,-1
409554,كيف الطريق من رام الله لاريحا,1347957151,2023,3,7,14,6,57,,0,question,-1
409555,صره فاتحخ,5166878575,2023,3,7,14,6,58,,0,question,-1
409556,صره قبل ٥ دقايق كان فاتح,5272604525,2023,3,7,14,7,16,,0,question,-1
409558,صرة سالك,1018320076,2023,3,7,14,7,35,,0,question,-1
409559,دوار يتسهار ,5586108889,2023,3,7,14,7,48,سالك,0,answered,1
409561,شو وضع مدخل بيت فوريك ,1932745707,2023,3,7,14,8,28,,0,question,-1
409562,طريق عصيره ١٧ سالك ,1823500133,2023,3,7,14,8,32,,0,question,-1
409563,كهرباءي سيارات في سلفيت للضرورة,5909173831,2023,3,7,14,8,35,ابو محمود في المنطقة الصناعية,0,answered,0
409564,شو وضع دوار يتسهار يا اخوان ,5586108889,2023,3,7,14,8,49,,0,question,-1
409565,من رام الله لبيت لحم كيف طريق,5410423044,2023,3,7,14,8,52,شو,0,answered,0
409566,شباب,1834867710,2023,3,7,14,8,57,,0,question,-1
409567,بمرقوا بس تفتيش سيارة سيارة,1065516019,2023,3,7,14,8,58,,0,question,-1
409568,كيف الوضع على زعترة,1834867710,2023,3,7,14,9,1,,0,question,-1
409570,حاجز بيت فوري كيف الوضع سالك,5763376801,2023,3,7,14,9,15,,0,question,-1
409571,"مساء الخير 
متحرك من رام الله الى نابلس نوافيكم بكل جديد",1688669181,2023,3,7,14,9,18,,0,question,-1
409572,كل  ٥ ١٠ دقايق سيارة,1065516019,2023,3,7,14,9,20,,0,question,-1
409573,زعترة ازمة حاليا,1403309066,2023,3,7,14,9,20,,0,question,-1
409575,كيف طريق,5410423044,2023,3,7,14,9,41,,0,question,-1
409576,من رام الله لبيت لحم,5410423044,2023,3,7,14,9,48,,0,question,-1
409578,"مباشر ءقتحام نابلس وجنين الءن backhandindexpointingdown

",5680297914,2023,3,7,14,9,53,,0,question,-1
409579,ت,5962926420,2023,3,7,14,9,56,,0,question,-1
409580,يسعد مساكم شباب كيف وضع الطريق للقصرا,2137610889,2023,3,7,14,9,58,,0,question,-1
409582,شو وضع دير شرف,5775659613,2023,3,7,14,10,3,اخر تحديث سالك,0,answered,1
409583,حواره او المربعة كيف الطريق,1853436745,2023,3,7,14,10,9,المربعة سالكة بالاتجاهين وحوارة سالك,1,answered,1
409584,هينا عند المجدل,1834867710,2023,3,7,14,10,14,,0,question,-1
409587,المربعة سالكة مافي ولا شي ولا في حاجز هلا مرقنا,1422336271,2023,3,7,14,10,22,شكرا,0,answered,0
409588,الطريق سالكة لعند المغير,1834867710,2023,3,7,14,10,25,,0,question,-1
409592,حومش حاليا,5866827647,2023,3,7,14,10,54,طويله قصتك,0,answered,0
409594,حواره شو وضعها,5430086586,2023,3,7,14,11,18,,1,question,-1
409596,تقتيش  على حومش,5435459553,2023,3,7,14,11,38,,0,question,-1
409599,الي رايح على اريحا الطريق سالكة,1834867710,2023,3,7,14,12,7,,0,question,-1
409600,حواره,5430086586,2023,3,7,14,12,17,,1,question,-1
409602,شو وضع زعترة,1464548640,2023,3,7,14,12,30,سالك مع تواجد شرطة,0,answered,1
409603,حاليا شافي شمرون دير شرف سالك ومافي ازمه,6002398373,2023,3,7,14,12,31,,0,question,-1
409604,يخوان شو وضع حواره,833575361,2023,3,7,14,12,47,"الحاااجز سالك
البلد ازمة معتادة وماشية",1,answered,1
409607,اكيد حواره سالكه ,833575361,2023,3,7,14,13,2,,1,question,-1
409609,يتسهار سالك ما في شي,926921802,2023,3,7,14,13,49,,0,question,-1
409610,اه سالكة حوارة,5746014385,2023,3,7,14,14,0,,1,question,-1
409611,من الرام على نابلس في اي اشي على الطريق,5620303958,2023,3,7,14,14,3,,0,question,-1
409612,زعترة ازمة سير كببرة للداخل,1403309066,2023,3,7,14,14,20,,0,question,-1
409614,حومش تفتيش للسيارات,5866827647,2023,3,7,14,14,37,,0,question,-1
409615,وازمه قويه,5866827647,2023,3,7,14,14,44,,0,question,-1
409616,دوار يتسهار ما في مستوطنين ولا شي,926921802,2023,3,7,14,16,14,لا ما في,0,answered,0
409617,حوارة سالكه,5301962003,2023,3,7,14,16,19,,1,question,-1
409618,فش اشي,5301962003,2023,3,7,14,16,28,,0,question,-1
409619,وحوارة سالك و يتسهار سالك,926921802,2023,3,7,14,16,29,,1,question,-1
409621,مرحبا   كيف حوارة,5149913380,2023,3,7,14,16,47,سالكة,1,answered,1
409624,كيف صرة,712841338,2023,3,7,14,17,16,,0,question,-1
409625,للي طالع,712841338,2023,3,7,14,17,17,,0,question,-1
409626,شو وضع يستهار ي شباب,5379325525,2023,3,7,14,17,32,سالك,0,answered,1
409628,دوار المناره وين,5410423044,2023,3,7,14,17,49,برام الله,0,answered,0
409629,"انا ع حومش
للي نازل ع جنين تفتيش دقيق جدا وءزمة",5775385684,2023,3,7,14,17,58,,0,question,-1
409631,طريق اتسهار,2055140574,2023,3,7,14,18,20,سالكة,0,answered,1
409632,اديش بدهم وقت من دوار المناره لبيت لحم,5410423044,2023,3,7,14,18,26,ساعة ونص,0,answered,0
409633,كيف,2055140574,2023,3,7,14,18,29,,0,question,-1
409636,الجيش الاسراءيلي الان يعلن ءستخدام سلاح الجو في مخيم جنين,731816327,2023,3,7,14,19,3,,0,question,-1
409637,سالكه طريق,5410423044,2023,3,7,14,19,4,,0,question,-1
409639,كيف وضع صرا,5254469653,2023,3,7,14,19,14,سالكة,0,answered,1
409640,صرة,5254469653,2023,3,7,14,19,15,,0,question,-1
409641,قلنديا شو وضعها,1022895406,2023,3,7,14,19,22,,0,question,-1
409643,شو وضع طريق رام الله نابلس,6012633064,2023,3,7,14,19,40,,0,question,-1
409644,شو وضع طريق دير شرف,5373755065,2023,3,7,14,19,48,سالك لهسه,0,answered,1
409648,حومش ازمه خانقه السير شبه معطل,6002398373,2023,3,7,14,20,4,وينتا هاد الحكي,0,answered,0
409649,hollowredcircle حاجز الحمرا سالك,946490964,2023,3,7,14,20,8,,0,question,-1
409650,في حاجز,6002398373,2023,3,7,14,20,13,,0,question,-1
409652,شو وع حوارة وزعترة,1380530935,2023,3,7,14,20,37,,1,question,-1
409653,يا شباب,1380530935,2023,3,7,14,20,43,,0,question,-1
409655,حواره شو وضعها,833575361,2023,3,7,14,21,0,,1,question,-1
409656,شو وضع الطريق للقصرا,2137610889,2023,3,7,14,21,3,,0,question,-1
409658,هلا,6002398373,2023,3,7,14,21,18,,0,question,-1
409662,شو وضع الطريق من اريحا لجنين الحمره,1677806551,2023,3,7,14,21,54,,0,question,-1
409663,جب جيشوقف على ١٧,1823500133,2023,3,7,14,21,59,,0,question,-1
409665,حرارة  مارة,5763246712,2023,3,7,14,22,7,,0,question,-1
409666,انزول بيتا ازمة حتى حاجز زعترة,1403309066,2023,3,7,14,22,12,,0,question,-1
409667,حوارة سالك تماما داخل وخارج,5781715883,2023,3,7,14,22,21,,1,question,-1
409668,اذا الطريق سالكة بكون اقل بشوي,1834867710,2023,3,7,14,22,36,,0,question,-1
409672,يسلمو,1677806551,2023,3,7,14,23,34,,0,question,-1
409673,قبلان افضل بكثير,1403309066,2023,3,7,14,24,5,,0,question,-1
409675,يتسهار سالك ما في اشي,1165544987,2023,3,7,14,24,30,,0,question,-1
409676,الخارج من اريحا كيف الوضع,5502884633,2023,3,7,14,24,36,,0,question,-1
409677,شو وضع صرة,5143491297,2023,3,7,14,24,52,,0,question,-1
409679,من اريحا لحد جوريس سالكة ولا قي اشي,1834867710,2023,3,7,14,25,4,,0,question,-1
409680,خط يتسهار سالك تماما,1278989564,2023,3,7,14,25,7,,0,question,-1
409682,حومش سلكت  فقط للي طالع من السيله,6002398373,2023,3,7,14,25,48,,0,question,-1
409683,زعترة ولا قبلان ,564077127,2023,3,7,14,25,55,,0,question,-1
409684,شو وضع دير شىدرف,1698599482,2023,3,7,14,26,10,,0,question,-1
409685,نابلس طولكرم سالكة ,5156549553,2023,3,7,14,26,14,,0,question,-1
409686,دير شرف,1698599482,2023,3,7,14,26,14,,0,question,-1
409687,دير شرف سالك,1018320076,2023,3,7,14,26,30,,0,question,-1
409688,سيلة الظهر بءتجاه يتسهار سالك,5460641771,2023,3,7,14,27,5,,0,question,-1
409690,الخارج من سيلة الظهر,5460641771,2023,3,7,14,27,11,,0,question,-1
409691,اللي رايح عالسيله,6002398373,2023,3,7,14,27,41,,0,question,-1
409692,صره مافي م,5522829875,2023,3,7,14,28,7,,0,question,-1
409694,زعترة,564077127,2023,3,7,14,29,0,,0,question,-1
409695,كيف طريق حواره,5522829875,2023,3,7,14,29,4,سالكة والي نازل من زعترة ع حوارة ازمة شوية,1,answered,1
409697,شو الوضع من رام الله ل جفنا,5468965616,2023,3,7,14,30,13,سالك,0,answered,1
409698,"يعطيكم العافية 
شو وضع حاجز بيت ايل",1687272782,2023,3,7,14,30,30,,0,question,-1
409700,نابلس جنين سالك,1744827260,2023,3,7,14,30,34,حاجز على حومش,0,answered,0
409701,سالكة,6174119769,2023,3,7,14,30,35,,0,question,-1
409705,facewithtearsofjoy,564077127,2023,3,7,14,31,0,,0,question,-1
409706,ليش معو حق يضحك مش شايفين كيف البلاد مولعة و كيف الشهدا,5468965616,2023,3,7,14,31,29,,0,question,-1
409707,كل الطرق بتولع,5468965616,2023,3,7,14,31,33,الطريق الي سالت عنها داخليه,0,answered,0
409708,زعترة,564077127,2023,3,7,14,31,34,,0,question,-1
409709,بعدين الجروب للمساعدة مش للمسخرة,5468965616,2023,3,7,14,31,43,,0,question,-1
409711,اللي بدو يتمسخر ما يرد,5468965616,2023,3,7,14,31,58,,0,question,-1
409712,يختي جفنا ورام الله واحد فش اشي اتوكلي ع الله,6174119769,2023,3,7,14,31,59,,0,question,-1
409713,حوارة سالك,1165544987,2023,3,7,14,32,15,,1,question,-1
409715,كيف الطريق الى نابلس,6136987142,2023,3,7,14,32,16,,0,question,-1
409716,حومش بمرقو ولا لا,809900042,2023,3,7,14,32,20,,0,question,-1
409717,القصة ومافيها انو ما بتنقاس طريق جفنا على طريق حوارة يتسهار ههههه,6174119769,2023,3,7,14,32,24,,1,question,-1
409718,خلص نهينا المووضوع,1827882971,2023,3,7,14,32,28,,0,question,-1
409719,من نابلس لجنين كيف الطريق,929498037,2023,3,7,14,32,30,حاجز على حومش,0,answered,0
409722,تفتيش وبمرقو,1827882971,2023,3,7,14,32,47,,0,question,-1
409726,حواره و يتسهار سالكه,1696004729,2023,3,7,14,33,11,,1,question,-1
409727,قبل شوي وصلنا رام الله من جنين كان كل شيء سالك وتمام,5926141241,2023,3,7,14,33,12,,0,question,-1
409729,شباب كيف الطلعه من نابلس,5665050599,2023,3,7,14,33,36,مافي حواجز سالكه,0,answered,1
409730,ازمة يلي مروح من رام الله وعطارة ازمة,5926141241,2023,3,7,14,33,38,,0,question,-1
409733,طولكرم لنابلس سالكة,5324363903,2023,3,7,14,34,0,,0,question,-1
409734,حومش مسكرة,5981431030,2023,3,7,14,34,6,,0,question,-1
409736,كيف حوارة,6204650455,2023,3,7,14,34,11,,1,question,-1
409737,من ءن م ود,5204000487,2023,3,7,14,34,15,,0,question,-1
409738,ود,5204000487,2023,3,7,14,34,18,,0,question,-1
409740,للداخل من حواره شوي وبفتحو بحطو مكعبات,833575361,2023,3,7,14,34,31,,1,question,-1
409745,حومش  مسكر,5107499440,2023,3,7,14,35,58,,0,question,-1
409746,وضع طريق من رام الله ءلى طوباس,5661074759,2023,3,7,14,36,4,,0,question,-1
409747,زعترة ازمة ماشية,564077127,2023,3,7,14,36,13,,0,question,-1
409748,رام الله زعتره تمام,6059305820,2023,3,7,14,36,20,,0,question,-1
409749,خواره شباب,5026580665,2023,3,7,14,36,30,,1,question,-1
409750,شباب شو وضع الطريق من رام الله ل جنين,1734205472,2023,3,7,14,36,31,,0,question,-1
409751,شو وضعها,5026580665,2023,3,7,14,36,33,,0,question,-1
409752,فقط ازمه بسيطه ع زعتره,6059305820,2023,3,7,14,36,33,,0,question,-1
409753,كيف يتما,5086713822,2023,3,7,14,36,35,,0,question,-1
409754,"طريق جنين مسكر تماما عند حومش سيلة الظهر 
بالاتجاهين 

طريقة عصيرة سالك",1349353184,2023,3,7,14,36,42,,0,question,-1
409756,شو وضع ديرشرف,5189491958,2023,3,7,14,39,58,سالك لهسه,0,answered,1
409757,يا شباب,5189491958,2023,3,7,14,39,59,,0,question,-1
409758,شو وضع صره,1801944802,2023,3,7,14,40,24,منيحة,0,answered,1
409759,حومش مغلق والسير شبع واقف للداخل ع جنين,1278989564,2023,3,7,14,40,36,,0,question,-1
409762,صره شباب كيف,5786242365,2023,3,7,14,40,42,سالكة,0,answered,1
409763,شرطة من ءشارات شيلو الى سنجل,1688669181,2023,3,7,14,40,42,,0,question,-1
409766,سكرو حواره,6196262291,2023,3,7,14,41,15,,1,question,-1
409768,وقبلان حركة سير ماشية,1278989564,2023,3,7,14,41,22,,0,question,-1
409769,دوار شرف سالكه,5376614091,2023,3,7,14,41,24,,0,question,-1
409770,جرافه باول حواره للدخل بعد دوار بيت,5123948715,2023,3,7,14,41,26,يتم وضع مكعبات اسمنتية على جنب الشارع,1,answered,0
409771,يعني حاليا الجهتين مناح,1278989564,2023,3,7,14,41,29,,0,question,-1
409772,شكلهم بسكرو بالشارع,5123948715,2023,3,7,14,41,33,سكرو مكعبات,0,answered,0
409776,حوارة الجيش حط حجار عالشارع سكرو الطريق للي طالع من حوارة باتجاه رام الله,1967523244,2023,3,7,14,41,55,"الحجار مش عشان يسكرو الشارع 
هسه شوي وبسلك وبفتحو",1,answered,1
409778,يعني ما بمرقو حدا ,5936036296,2023,3,7,14,42,32,,0,question,-1
409780,لحد الان السير باول حواره للداخل بعد دوار بيتا واقف وفي جرافه,5123948715,2023,3,7,14,43,11,فتح السير,1,answered,1
409782,كيف زعترة لحوارة,1325151993,2023,3,7,14,43,47,,1,question,-1
409783,"انا مروحة من رام الله ومرقت عادي 
بس سكرو الاتجاه التاني للي رايح ع رام الله",1967523244,2023,3,7,14,43,53,,0,question,-1
409784,حومش شو وضعها,1833762359,2023,3,7,14,43,54,,0,question,-1
409790,الشارع,5230403802,2023,3,7,14,44,35,,0,question,-1
409792,يسلمو غالين,5806085379,2023,3,7,14,44,47,,0,question,-1
409793,ءشارات عيلي سالك,1688669181,2023,3,7,14,44,52,,0,question,-1
409794,درب السلامة للجميع,5230403802,2023,3,7,14,44,57,,0,question,-1
409795,hollowredcircleحومش فتحت للداخل ع جنين,1278989564,2023,3,7,14,44,57,,0,question,-1
409796,حاجز حوارة فاتح,5785015680,2023,3,7,14,45,21,فاتح اه,1,answered,1
409797,دوار يتسهار سالك,1278989564,2023,3,7,14,45,21,,0,question,-1
409800,معبر الجيب فاتح وسالك,1018320076,2023,3,7,14,46,19,,0,question,-1
409801,زعترة سالكة فش ازمة,5883677616,2023,3,7,14,46,35,انو اسهل قبلان ولا عادي,0,answered,0
409802,صره سالك ولا عليه اشي,5647986647,2023,3,7,14,46,54,,0,question,-1
409803,معبر قلنديا للي خارج من القدس ازمة ازمة,1018320076,2023,3,7,14,47,11,,0,question,-1
409804,صرة كيف,5930332948,2023,3,7,14,47,12,سالك,0,answered,1
409807,"حومش حاليا فتح
وضع الحاجز هناك بتغير كل شوي لانه الجنود ع مزاجهم بفتحو وبسكرو",1278989564,2023,3,7,14,47,32,,0,question,-1
409810,شارع حواره سالك,5510895601,2023,3,7,14,47,45,ازمة معتادة,1,answered,1
409814,في اشي بنابلس ,1371393205,2023,3,7,14,48,54,حاليا لا,0,answered,0
409820,يعطيكم العافية دير شرف شو وضعو,1985285641,2023,3,7,14,49,23,سالك,0,answered,1
409823,يسعد مساكم طريق دير شرف لاريءيل شباب كيف,5835073872,2023,3,7,14,49,56,منيحة وواد قانا سالك,0,answered,1
409825,صرة يا اخووان,5930332948,2023,3,7,14,50,4,سالك,0,answered,1
409826,حومش فتح,1897075590,2023,3,7,14,50,18,بتسءل,0,answered,0
409830,حوارة سالكة,5690103258,2023,3,7,14,50,44,سءال ولا جواب,1,answered,0
409831,يعطيكم العافية,5930332948,2023,3,7,14,50,45,,0,question,-1
409836,سالكة ءو لاء,5690103258,2023,3,7,14,51,49,,0,question,-1
409837,وضع ال ١٧ شباب,636918067,2023,3,7,14,51,53,,0,question,-1
409838,شباب شو وضع طريق  فصايل اريحا الى قلقيليه,5699030415,2023,3,7,14,51,53,,0,question,-1
409839,اذا حد بيعرف وضع حاجز حوارة للخارج من نابلس يفيدنا,5884052988,2023,3,7,14,51,57,,1,question,-1
409840,قوات الاحتلال تغلق مدينة نابلس بالكامل في هذه الءثناء,6067847774,2023,3,7,14,51,59,,0,question,-1
409841,زعترة لحوارة ازمة ماشية بصعوبة,1325151993,2023,3,7,14,52,11,,1,question,-1
409842,قلقيلية نابلس شو وضعها,613517653,2023,3,7,14,52,21,,0,question,-1
409843,حلميش وبوابة النبي صالح شو وضعهم ,5613085158,2023,3,7,14,52,21,,0,question,-1
409844,شباب,636918067,2023,3,7,14,52,23,,0,question,-1
409845,ال ١٧,636918067,2023,3,7,14,52,26,سالك لهسه,0,answered,1
409846,شو وضعو,636918067,2023,3,7,14,52,29,,0,question,-1
409847,دير شوف شو وضعو,5102469675,2023,3,7,14,52,34,سالك,0,answered,1
409850,حاجز حوارة شباب فاتح,1926689006,2023,3,7,14,52,38,فاتح لهاي اللحظة اه,1,answered,1
409851,شو وضع الي طالع عنابلس من حوارة,2113894975,2023,3,7,14,52,38,سالك,1,answered,1
409852,شو وضع نابلس,6154724814,2023,3,7,14,52,40,تمام ما في شي,0,answered,1
409853,ال ١٧ سالك,5349992371,2023,3,7,14,52,43,,0,question,-1
409854,شو وضع عصيون,5475536375,2023,3,7,14,52,44,,0,question,-1
409855,دير شرف فاتحة,5015281840,2023,3,7,14,52,44,,0,question,-1
409859,م,636918067,2023,3,7,14,52,47,,0,question,-1
409860,زعترة ازمة,1688669181,2023,3,7,14,52,49,,0,question,-1
409863,شباب في طرق فاتحه انه ينزلو شباب يساعد جنين,5695891935,2023,3,7,14,52,56,,0,question,-1
409865,دير شرف شو وضعو,5102469675,2023,3,7,14,53,15,سااالك,0,answered,1
409866,حاجز عناب سالك ,463710634,2023,3,7,14,53,18,لهاي اللحظة سالك,0,answered,1
409870,صرة,5311235449,2023,3,7,14,53,24,سالك,0,answered,1
409872,شو وضع اريحا يا شباب,5637519762,2023,3,7,14,53,29,منيحة,0,answered,1
409875,يجماعه طرق جنين سالكه,5421990531,2023,3,7,14,53,37,,0,question,-1
409876,حوارة شو وضعها ,5163344905,2023,3,7,14,53,39,,1,question,-1
409877,شافي شمرون سالك,5366544087,2023,3,7,14,53,43,,0,question,-1
409878,زعتره,5643057780,2023,3,7,14,53,53,ازمة ماشي,0,answered,1
409880,شو وضعها,5643057780,2023,3,7,14,53,56,,0,question,-1
409881,من رام الله لنابلس,5631967349,2023,3,7,14,54,2,"سالكة الطريق 
ازمة ماشية ع زعترة",0,answered,1
409883,كيف,5631967349,2023,3,7,14,54,4,,0,question,-1
409886,شباب شو وضع طريق رام الله نابلس,5385384360,2023,3,7,14,54,16,لغاية زعترة سالك,0,answered,1
409889,زعتره,5225810118,2023,3,7,14,54,30,,0,question,-1
409890,صرة جيت سالك,5368558867,2023,3,7,14,54,32,,0,question,-1
409895,نزول زعترة ازمة,1102649476,2023,3,7,14,54,48,,0,question,-1
409897,ة,1063093403,2023,3,7,14,54,50,,0,question,-1
409899,بحكو سكرو نابلس في منه,5433091299,2023,3,7,14,55,7,,0,question,-1
409900,هلا سلك حومش,6002398373,2023,3,7,14,55,7,,0,question,-1
409903,شرطة على مفرق جيت,1844057828,2023,3,7,14,55,24,,0,question,-1
409904,بحكو سكرو الجواجز الي ع نابلس,5455763358,2023,3,7,14,55,30,لا ما في حواجز مغلقة,0,answered,0
409905,قال في مستوطنين بطخو ع محلات حواره,5806085379,2023,3,7,14,55,36,مين قال شفت,1,answered,0
409906,تفتتيش وتدقيق هويات,5455763358,2023,3,7,14,55,39,,0,question,-1
409907,بحكو سكرا مداخل نابلس في منو,5385384360,2023,3,7,14,55,40,لاا فش منوو,0,answered,0
409909,نابلس  جنين  سالكة,761863961,2023,3,7,14,55,47,حاجز على حومش تفتيش عشواءي,0,answered,0
409910,كيف طريق ال 17,1054825902,2023,3,7,14,55,47,لهاي اللحظة سالك,0,answered,1
409914,يا شباب شو وضع حوارة وشو وضع صرة,1923258706,2023,3,7,14,55,58,سالكة تمام,1,answered,1
409916,كيف طريق دير شرف ,987631137,2023,3,7,14,56,7,سالك,0,answered,1
409919,هيك منزلين ع صفحات ومنزلين فيدوهات,5806085379,2023,3,7,14,56,11,,0,question,-1
409921,كيف وضع حاجز بيت فوري,5417147805,2023,3,7,14,56,12,,0,question,-1
409922,منا بسال,5806085379,2023,3,7,14,56,13,,0,question,-1
409924,صره كيف الطريق,5767989754,2023,3,7,14,56,32,صره سالك,0,answered,1
409925,صافي شمرون فاتح,1877177540,2023,3,7,14,56,39,,0,question,-1
409928,حاجز بيت فوريك كيف,5417147805,2023,3,7,14,56,51,,0,question,-1
