id,message,from_id,reply_to,year,month,day,hour,minute,second
411763,شو وضع بيت ايل ؟,5218007532,-1,2023,3,8,10,10,17
411764,كيف زعترة ؟,5948348075,-1,2023,3,8,10,11,8
411765,شو وضع طريق الحمرا,1749056584,-1,2023,3,8,10,12,19
411766,سالكه اخوي,5587540260,411765,2023,3,8,10,12,41
411767,,1449755276,-1,2023,3,8,10,12,41
411768,يتسهار لمفرق جيت سالك,1482737395,-1,2023,3,8,10,13,23
411769,صره فاتح ؟,5486505256,-1,2023,3,8,10,14,52
411770,يسعد مساكم بوابة عوفرا فاتحة ؟!,1812965803,-1,2023,3,8,10,15,55
411771,في سيارة بوليس بعد زعترة,2047491479,-1,2023,3,8,10,19,1
411772,شو وضع ال١٧؟,5676266177,-1,2023,3,8,10,19,26
411773,شباب,5676266177,-1,2023,3,8,10,19,28
411774,لحد الساعة ١٠ كانت فاتحة,1018320076,411770,2023,3,8,10,19,52
411775,سالك,1079951636,411772,2023,3,8,10,20,32
411776,شو وضع بيت ايل,5516483044,-1,2023,3,8,10,22,22
411777,شو وضع دخول اريحا والخروج منها يا نشامى,6157879836,-1,2023,3,8,10,22,26
411778,فاتحة اريحا دخول وخروج طبيعي,5605805455,-1,2023,3,8,10,23,5
411779,توكل على الله سالكةتماما,1335752200,411777,2023,3,8,10,23,18
411780,كيف وضع الطريق نابلس لرام الله,6005168806,-1,2023,3,8,10,23,37
411781,كيف وضع طريق نابلس رام الله,6005168806,-1,2023,3,8,10,24,4
411782,مافيها اشي حركه سير طبيعيه,1827882971,411781,2023,3,8,10,24,12
411783,بيت ايل كيف يا عالم؟,5516483044,-1,2023,3,8,10,25,20
411784,ماعليه اشي حركه سير ماشيه,1827882971,411783,2023,3,8,10,25,51
411785,شو وضع حواره وزعتره ياشباب,6207274021,-1,2023,3,8,10,26,15
411786,"⭕️جميع الطرق بين المحافظات سالكه. 
⭕️حركه سير طبيعيه. 
🚨لاتخلو الطرق من سيارات الشرطه",1827882971,-1,2023,3,8,10,26,22
411787,تبعوا ع صرة انباء عن بدء وضع حاجز اتاكدولنا,1079951636,-1,2023,3,8,10,29,21
411788,من دقيقتين فقط,1079951636,-1,2023,3,8,10,30,20
411789,"من رام الله لنابلس 
بيت ايل سالكة مرقت منها من ٥ دقايق",5351433723,-1,2023,3,8,10,35,13
411790,"بعد اذن الادمن..
عندي اقتراح، اتمنى ان ينول رضاكم :",2073544504,-1,2023,3,8,10,35,36
411791,"بما انه الارض ارضنا و الشوارع شوارعنا، بتمنى انه نعتمد اسامي عربية للشوارع و المفارق، وان لا تعتمد المستوطنات كمرجعية للشوارع. 
مثلا داور يتسهار ، ان نعتمد جميعا اسم فلسطيني له ( مثلا دوار شيرين ابو عاقلة)  شارع يتسهار ( شارع الحرية) او اي اسم سهل.. ولكم مثال، دوار سلمان الفارسي. 
الاسامي تبقى و ترسخ فكرة و مبدأ",2073544504,-1,2023,3,8,10,35,42
411792,,915214074,-1,2023,3,8,10,36,39
411793,ممكن بس بدهم وقت الناس لتعرف مش بهالسهولة,1079951636,411791,2023,3,8,10,37,33
411794,نبدا مثلا بذكر دوار شيرين (يتسهار) ومع الوقت، يبقى اسم شيرين و يُنسى اسم المستوطنة,2073544504,-1,2023,3,8,10,37,54
411795,دوار يتسهار اسمه دوار سلمان الفارسي والجبل يلي عليه مستوطنة يتسهار اسمه جبل سلمان الفارسي,5632428810,-1,2023,3,8,10,38,3
411796,هاد اسمه الحقيقي,5632428810,-1,2023,3,8,10,38,18
411797,طريق حوارة زعترة كيف ؟,5317607405,-1,2023,3,8,10,38,35
411798,صرة حاجز للخارج وازمه,1779813917,-1,2023,3,8,10,39,5
411799,بوابة عوفرا فاتحة,2047491479,-1,2023,3,8,10,39,12
411800,مرقنا عنها هسة,2047491479,-1,2023,3,8,10,39,19
411801,"بما انه الارض ارضنا و الشوارع شوارعنا، بتمنى انه نعتمد اسامي عربية للشوارع و المفارق، وان لا تعتمد المستوطنات كمرجعية للشوارع. 
مثلا داور يتسهار ، ان نعتمد جميعا اسم فلسطيني له ( مثلا دوار شيرين ابو عاقلة)  شارع يتسهار ( شارع الحرية) او اي اسم سهل.. ولكم مثال، دوار سلمان الفارسي. 
الاسامي تبقى و ترسخ فكرة و مبدأ",5708571242,-1,2023,3,8,10,39,29
411802,صرة للداخل  سالك,1779813917,-1,2023,3,8,10,39,45
411803,هاد الصح,5708571242,411791,2023,3,8,10,39,50
411804,"جـانب من تشيــع شُــهـ..ـداء مُخيـم جنين.
#تلفزيون_شمعة",261487238,-1,2023,3,8,10,39,59
411805,"@Laith_hasoun [261487238] أعاد توجيه منشور من قناة غير مصرح بها. 
العقوبة: مكتوم 🔇 حتى 08/03/2023 23:39.",5811611567,411804,2023,3,8,10,40,0
411806,دير شرف فاتح,5549489748,-1,2023,3,8,10,40,56
411807,اتمنى من الاخوة اعتماد و تعميم اسم دوار سلمان الفارسي بدل دوار يتسهار,2073544504,-1,2023,3,8,10,41,22
411808,فاتح اه,1278989564,411806,2023,3,8,10,42,24
411809,منيحة حركة سير طبيعية,1278989564,411797,2023,3,8,10,42,40
411810,مداخل اريحا فاتحه,5757432275,-1,2023,3,8,10,42,49
411812,شو وضع مدغخل اريحا,5757432275,-1,2023,3,8,10,43,2
411813,فاتحة اه,1278989564,411810,2023,3,8,10,43,25
411814,شو وضع حواره,1782634019,-1,2023,3,8,10,43,27
411815,سالكة,1278989564,411814,2023,3,8,10,43,30
411816,شكرا,1782634019,-1,2023,3,8,10,43,44
411817,دوار سلمان الفارسي فاتح,5549489748,-1,2023,3,8,10,43,48
411818,,5691503873,-1,2023,3,8,10,44,38
411819,صرة للخارج من نابلس كيف,5644151132,-1,2023,3,8,10,45,5
411820,حاجز عالخارج,1079951636,411819,2023,3,8,10,45,14
411821,ازمة وتفتيش ولا كيف,5644151132,-1,2023,3,8,10,45,47
411822,طريق حواره زعترة كيف؟؟,5744601770,-1,2023,3,8,10,46,3
411823,صره ازمة مع تفتيش,5390700256,-1,2023,3,8,10,46,53
411824,كيف الطريق,221488104,-1,2023,3,8,10,47,59
411825,من جنين لنابلس,221488104,-1,2023,3,8,10,48,1
411826,شباب مفرق الساوي قبلان  سيارات شرطه وتفتيش,6005168806,-1,2023,3,8,10,49,13
411827,حاجز على صره,1880784225,-1,2023,3,8,10,51,50
411828,الي خارج من نابلس,1880784225,-1,2023,3,8,10,51,51
411829,عطارة حلميش النبي صالح الطريق امنة,1483512905,-1,2023,3,8,10,53,9
411830,طريق قلقيله ايماتين سالك,1732471346,-1,2023,3,8,10,53,13
411831,من نابلس,1732471346,-1,2023,3,8,10,53,17
411832,موجود مواصلات من رام الله لطولكرم ولا اضراب  مواصلات كمان؟,5129562283,-1,2023,3,8,10,53,20
411833,في اشي من الخليل لرام الله,5211576450,-1,2023,3,8,10,53,46
411834,؟,5211576450,-1,2023,3,8,10,53,48
411835,٠٥٩٤٥٠٥٠٢٢,6007633666,411832,2023,3,8,10,54,47
411836,صره سالك,5390700256,-1,2023,3,8,10,54,53
411837,بالاتجاهين,5390700256,-1,2023,3,8,10,55,12
411838,فيه مواصلات من حوارة لنابلس ؟؟,5631010426,-1,2023,3,8,10,55,20
411839,,1530821014,-1,2023,3,8,10,55,24
411840,,1530821014,-1,2023,3,8,10,55,36
411841,الخليل كيف,5211576450,411833,2023,3,8,10,55,41
411842,صرة للان,1530821014,-1,2023,3,8,10,55,45
411843,في شرطه هلى جيت,6007633666,-1,2023,3,8,10,55,57
411844,صره سالك بالاتجاهين شالو المحسوم,1880784225,-1,2023,3,8,10,56,54
411845,صرة الآن سالك تماما ونظيف,1742579586,-1,2023,3,8,10,58,3
411846,شباب يعطيكم العافية كيف الطريق من طولكرم ل رام الله,5008359233,-1,2023,3,8,10,59,50
411847,"دوار سلمان الفارسي سالك بكل الاتجاهات 

كامل خط حوارة الرئيسي سالك 

زعترة سالك بكل الاتجاهات ونظيف",5912318119,-1,2023,3,8,11,0,37
411848,كيف طريق ايتسهار,5326426395,-1,2023,3,8,11,0,44
411849,كيف الطريق من رام الله الى جنين,2004844592,-1,2023,3,8,11,1,26
411850,"لا حول ولا قوه الا بالله،
الناس بايش وبعض الناس بايش",1557932670,-1,2023,3,8,11,2,46
411851,منيحه حركه سير ماشيه,1827882971,411849,2023,3,8,11,4,35
411852,سالك سالك,1827882971,411848,2023,3,8,11,4,39
411853,توكل عالله حركه سير طبيعيه,1827882971,411846,2023,3,8,11,4,51
411854,شكرا,5008359233,-1,2023,3,8,11,5,22
411855,يعطيكم العافيه في موصلات من اريئل لنابلس ولا فش,5450915467,-1,2023,3,8,11,5,38
411856,صره فاتح ؟؟,1214682191,-1,2023,3,8,11,5,47
411857,للي خارج من نابلس؟؟,1214682191,-1,2023,3,8,11,6,0
411858,يعطيكم العافيه من رام الله لاريحا افضل طريق نسلكه,5108688998,-1,2023,3,8,11,6,17
411859,فاتح فاتح,1827882971,411856,2023,3,8,11,6,25
411860,اكيد في مواصلات,1827882971,411855,2023,3,8,11,7,6
411861,وضع حاجز حواره,6285140900,-1,2023,3,8,11,7,35
411862,من المعرجات سالكه مافي مشاكل,1827882971,411858,2023,3,8,11,7,42
411863,هذا خط جديد؟,1557932670,411855,2023,3,8,11,7,45
411864,بقصد العمال,1827882971,411863,2023,3,8,11,8,3
411865,كيف راح بقدر يروح، يعني في مواصلات بالذهاب وما في بالعوده؟,1557932670,411864,2023,3,8,11,8,42
411866,سالك تماما للجهتين,1827882971,411861,2023,3,8,11,8,44
411867,بدك تطول بالك😉,1827882971,411865,2023,3,8,11,9,12
411868,شباب في مواصلات من نابلس لرام الله بالمجمع,5147699380,-1,2023,3,8,11,9,12
411869,اه اكيد في واتصل عاامجمع هي ارقامهم مثبته باعلى الصفحه,1827882971,-1,2023,3,8,11,9,32
411870,صرة فاتحة ؟,5545082249,-1,2023,3,8,11,9,51
411871,يعطيكم العافية شو وضع صرة ؟,5811327530,-1,2023,3,8,11,9,57
411872,شباب من اريحا للعيزريه كيف الطريق في أزمات أو شرطه اشي,5403178309,-1,2023,3,8,11,9,57
411873,شو وضع العيزرية شباب في ازمه,5403178309,-1,2023,3,8,11,10,29
411874,اه فاتحه,1827882971,411870,2023,3,8,11,10,33
411875,لا لا سالكه الطريق,1827882971,411873,2023,3,8,11,10,45
411876,الشرطه بهاد الشارع دايما دير بالك,1827882971,411872,2023,3,8,11,11,6
411877,,5563451783,-1,2023,3,8,11,11,20
411878,مشكورين اخواني بارك الله فيكم,5403178309,411875,2023,3,8,11,12,11
411879,طريق جبع حزما ازمة ازمة للي نازل ع القدس,1018320076,-1,2023,3,8,11,12,32
411880,,5563451783,-1,2023,3,8,11,13,11
411881,هاي جنب جبع ازمه,5563451783,-1,2023,3,8,11,13,26
411882,صحيح من عند رامي ليفي لجبع لحزمه,1827882971,411881,2023,3,8,11,13,51
411883,,5727236696,-1,2023,3,8,11,14,28
411884,"طريق الساوية قبلان يتما 
حاجز شرطة وتفتيش",5727236696,-1,2023,3,8,11,14,40
411885,ازمه مش طبيعه جنب جبع وفي شرطه في لمكان,5563451783,-1,2023,3,8,11,15,6
411886,يلي طالع هناك يدير بالو ويعطيكم العافيه,5563451783,-1,2023,3,8,11,15,40
411887,زعتره ل رام الله فاتحه ؟,855553841,-1,2023,3,8,11,16,21
411888,شو سبب الازمة؟,946490964,411885,2023,3,8,11,16,29
411889,لسا مش معروف,5563451783,-1,2023,3,8,11,16,44
411890,انا الي ساعه عاقك في ازمه,5563451783,-1,2023,3,8,11,17,1
411891,علقك,5563451783,-1,2023,3,8,11,17,11
411892,دوار حزمه شو وضعو شباب,1438906797,-1,2023,3,8,11,18,41
411893,خمس دقايق بكون هناك,5563451783,411892,2023,3,8,11,19,38
411894,ازمه خانقه بحكو في منو؟,1438906797,-1,2023,3,8,11,19,51
411895,ازمة حزما واصله جبع,1018320076,-1,2023,3,8,11,19,57
411896,حوارة الشارع سالك,645808877,-1,2023,3,8,11,20,5
411897,شو السبب,1438906797,411895,2023,3,8,11,20,15
411898,سالك,645808877,411887,2023,3,8,11,20,19
411899,مش معروف,5563451783,-1,2023,3,8,11,20,34
411900,حزما حاليا,1018320076,-1,2023,3,8,11,20,36
411901,شو في,1438906797,411900,2023,3,8,11,20,55
411902,سرب سيارات شرطة اكتر من 13سيارة شرطة من دوار كدوميم لجهة الفندق,1482737395,-1,2023,3,8,11,20,58
411903,,5563451783,-1,2023,3,8,11,21,4
411904,,5563451783,-1,2023,3,8,11,21,28
411905,دوار جبع ازمه,5563451783,-1,2023,3,8,11,21,40
411906,شو وضع شافي شمرون,5070314331,-1,2023,3,8,11,22,7
411907,مش عارف,1018320076,411901,2023,3,8,11,23,59
411908,10 سيارات شرطة اسرائيليه من الفندق راحوا طريق وادي قانا,5189561002,-1,2023,3,8,11,24,23
411910,يسعد مساكم شو وضع زعتره وحواره,1670727899,-1,2023,3,8,11,25,21
411911,شو وضع حواره جنين ، مين افضل طريق,6059305820,-1,2023,3,8,11,25,41
411912,كيف طريق صرة,672834112,-1,2023,3,8,11,25,44
411914,شباب يسعد مساكم,5828593937,-1,2023,3,8,11,26,37
411915,https://t.me/+-rPqVbfFSHg5NmMy,5677475586,-1,2023,3,8,11,26,45
411916,"ابو [5677475586] يقوم بإرسال رسائل مزعجة .. 
العقوبة: مكتوم 🔇 حتى 09/03/2023 00:26.",5811611567,411915,2023,3,8,11,26,45
411917,شو الوضع بحواره,5828593937,-1,2023,3,8,11,26,48
411918,يسعد مساهم حاجز dco شو وضعه,1076768286,-1,2023,3,8,11,26,55
411919,كان سالك من ثلث ساعة,1742579586,411912,2023,3,8,11,27,39
411920,بيت ايل باتجاه الخليل؟,1004233370,-1,2023,3,8,11,27,56
411921,شارع ييتسهار سالك تماما,1827882971,-1,2023,3,8,11,28,31
411922,في ازمه من جبع لحزمه,1827882971,411920,2023,3,8,11,28,39
411923,كان سالك قبل ساعة,5963112824,411920,2023,3,8,11,28,51
411924,طريق حواره,5580746572,-1,2023,3,8,11,29,10
411925,مرحبا في سيارات لرام اللله,5720229547,-1,2023,3,8,11,29,39
411926,دوار ييتسهار سالك تماما وفاضي,1827882971,-1,2023,3,8,11,30,57
411927,ب مجمع نابلس اه موجود,1588215174,-1,2023,3,8,11,30,58
411928,اه في اخي ادهم,1827882971,411925,2023,3,8,11,31,11
411929,ما في شي سالكه,5212638463,411906,2023,3,8,11,31,18
411930,طريق شافي شمرون سالكه,5212638463,411911,2023,3,8,11,32,9
411931,شو وضع شافي شمرون للي طالع من نابلس على جنين,1518373201,-1,2023,3,8,11,32,15
411932,سالكه,5212638463,411931,2023,3,8,11,32,33
411933,دوار عينبوس سالك تماما وفاضي,1827882971,-1,2023,3,8,11,32,52
411934,يسلموا صديقي,1518373201,411932,2023,3,8,11,33,8
411935,‏جمع رام الله ازمير,5714652308,-1,2023,3,8,11,33,31
411936,‏أزمة,5714652308,-1,2023,3,8,11,33,40
411937,شو وضع حاجز بينت فوريك,5170166283,-1,2023,3,8,11,34,51
411938,سالك,1827882971,411937,2023,3,8,11,35,29
411939,شو وضع حوارة شباب لل داخلين على نابلس,5217247030,-1,2023,3,8,11,36,13
411940,شباب عناب شوًوضعو,1172279057,-1,2023,3,8,11,36,40
411941,سالك؟,1172279057,-1,2023,3,8,11,36,43
411942,حاجز عناب للي داخل عنابلس شو وضعو,1172279057,-1,2023,3,8,11,37,11
411943,شباب صره شو وضعها,5412726535,-1,2023,3,8,11,37,55
411944,كيف حاجز حواره للي طالع من نابلس,5259104132,-1,2023,3,8,11,38,51
411945,؟؟؟,5259104132,-1,2023,3,8,11,39,0
411946,طلوع زعتره ازمه خفيفه بسبب الشاحنات,1827882971,-1,2023,3,8,11,39,18
411947,سالك,1827882971,411944,2023,3,8,11,39,22
411948,سالك تماما,1827882971,411942,2023,3,8,11,39,34
411949,سالكه الطريق يا سيد جهاد,1557932670,411944,2023,3,8,11,39,41
411950,سالكه حاليا بصرة فش اشي,672834112,411943,2023,3,8,11,39,47
411951,من رام الله لنابلس كيف الطرق؟,1437291572,-1,2023,3,8,11,40,16
411952,ههه يسلموا يا سيد معتصم,5259104132,411949,2023,3,8,11,40,21
411953,يسلموا يا ورده,5259104132,411947,2023,3,8,11,40,46
411954,بعينك الله وانت داخل صور فيديو لو سمحت، عشان غيرك يستفيد,1557932670,411952,2023,3,8,11,40,51
411955,ع راسي صديقي العزيز,5259104132,411954,2023,3,8,11,41,26
411956,زعتره حركه سير قويه وماشيه,1827882971,-1,2023,3,8,11,41,43
411957,جبع ازمة خانقة,5217247030,-1,2023,3,8,11,42,14
411958,رام الله حوارة سالكة,5405699748,-1,2023,3,8,11,42,44
411959,عند قدوميم في شرطه,672834112,-1,2023,3,8,11,43,4
411960,,5016665453,-1,2023,3,8,11,43,20
411961,شو الوضع من جنين لرام الله,645608092,-1,2023,3,8,11,43,25
411962,صره سالك,5016665453,-1,2023,3,8,11,43,29
411963,,5217247030,-1,2023,3,8,11,43,30
411964,اه,672834112,411959,2023,3,8,11,43,35
411965,اوقات دوام الجسر ليوم الاربعاء,1827882971,-1,2023,3,8,11,43,39
411966,تحت الجسر مفرق الرام ازمة خانقة,5217247030,-1,2023,3,8,11,43,42
411967,توكل عالله سالكه,1827882971,411961,2023,3,8,11,43,50
411968,صرة اه,672834112,-1,2023,3,8,11,43,54
411969,فش اشي,672834112,-1,2023,3,8,11,43,54
411970,شباب كيف حواره,5199180327,-1,2023,3,8,11,43,55
411971,فاضيه هلا نزلت صور الها,1827882971,411970,2023,3,8,11,44,9
411972,شافي شامرون سالك فش اشي,5189561002,-1,2023,3,8,11,44,15
411973,عليه,5189561002,-1,2023,3,8,11,44,21
411974,فاضي,5016665453,411968,2023,3,8,11,44,26
411975,شباب كيف حوارة وزعترة,1380530935,-1,2023,3,8,11,44,30
411976,اه فاضي,672834112,411974,2023,3,8,11,44,41
411977,,5217247030,-1,2023,3,8,11,45,29
411978,,5016665453,-1,2023,3,8,11,46,9
411979,دير شرف سالك ؟,5704004143,-1,2023,3,8,11,47,25
411980,طريق من صره لييتسهار لحواره لزعتره لساويه للبن سالكه تماما للجهتين,1827882971,-1,2023,3,8,11,47,50
411981,سالك توكل عالله,1827882971,411979,2023,3,8,11,47,56
411982,حوارة للخارج كيف,1243275838,-1,2023,3,8,11,49,28
411983,الداخل تفيش عشوائي,5259104132,-1,2023,3,8,11,52,27
411984,,1773563948,-1,2023,3,8,11,52,52
411985,اشارات شيلو سالكه تماما للجهتين,1827882971,-1,2023,3,8,11,53,51
411986,حاجز حواره يا سيد معتصم,5259104132,-1,2023,3,8,11,54,29
411987,الشرطه على طريق رام الله نابلس كثير برادارات,1914050280,-1,2023,3,8,11,55,24
411988,حبيبي عم يحيى، يسلمو,1557932670,411986,2023,3,8,11,55,26
411989,فيه مواصلات من حوارة ل نابلس ؟؟,5631010426,-1,2023,3,8,11,55,38
411990,من بيت ايل لغايه عيون الحضرميه اكثر من ٣ سيارات,1914050280,-1,2023,3,8,11,55,55
411991,مين يحي عمي,5259104132,411988,2023,3,8,11,56,23
411992,يسعد مساكم رام الله فاتحة؟,6136449496,-1,2023,3,8,11,56,33
411993,لا,1914050280,-1,2023,3,8,11,56,50
411994,اضراب,1914050280,-1,2023,3,8,11,57,1
411995,بدهم يفتحو ع الساعه 3اعلنو الغرفه التجاريه,1616517058,411992,2023,3,8,11,57,33
411996,ههههههه، ايس على المريض حرج,1557932670,411991,2023,3,8,11,57,56
411997,ههههههه شكرا الك,5259104132,411996,2023,3,8,11,58,26
411998,شباب من نابلس لقلقيليه شو الوضع,1163412582,-1,2023,3,8,11,58,33
411999,,1773563948,-1,2023,3,8,11,58,34
412000,,1530821014,-1,2023,3,8,11,58,37
412001,كيف المواصلات من طولكرم لنابلس ؟ في سيارات بالمجمع؟,1118008713,-1,2023,3,8,11,58,40
412002,الطريق من رامي ليفي لجبع موووت,1530821014,-1,2023,3,8,11,58,44
412003,سالك تماماً شرطه ع كدوميم,1616517058,411998,2023,3,8,11,58,58
412004,,1530821014,-1,2023,3,8,11,59,12
412005,في سيارات من نابلس لقلقيليه,1163412582,-1,2023,3,8,11,59,16
412006,يخلف,1163412582,412003,2023,3,8,11,59,24
412007,نابلس جنين سالك؟,1371393205,-1,2023,3,8,11,59,51
412008,شرطه على بيت ايل,5551894678,-1,2023,3,8,12,0,2
412009,مجمع قلقيليه شغال ف أكيد في مواصلات,1616517058,412005,2023,3,8,12,0,5
412010,اه في,1827882971,412001,2023,3,8,12,0,7
412011,شو وضع حاجز حواره,5478859037,-1,2023,3,8,12,0,15
412012,سالكه توكل عالله,1827882971,412007,2023,3,8,12,0,16
412013,سالك هي الفيديو لفرق شوي,1827882971,412011,2023,3,8,12,0,25
412014,شو سبب الازمة؟,946490964,411977,2023,3,8,12,1,30
412015,,1773563948,-1,2023,3,8,12,2,33
412016,زعترة سالك بكل الاتجاهات ونظيف,5912318119,-1,2023,3,8,12,2,35
412017,رام الله مسكرة كلها؟,1652537341,-1,2023,3,8,12,3,49
412018,اه,946490964,412017,2023,3,8,12,4,1
412019,بدها تفتح على 3 هيك حكو القوى الوطنية,1810222398,412017,2023,3,8,12,4,34
412020,نابلس جنين شو وضعها,1086298554,-1,2023,3,8,12,4,46
412021,عيون الحرامية سالك,5217247030,-1,2023,3,8,12,5,2
412022,,5217247030,-1,2023,3,8,12,5,6
412023,سنجل سالكة,5217247030,-1,2023,3,8,12,5,56
412024,سالكة,5405699748,412020,2023,3,8,12,6,31
412025,"كامل خط حوارة الرئيسي سالك 

دوار سلمان الفارسي سالك بكل الاتجاهات ونظيف",5912318119,-1,2023,3,8,12,6,49
412026,غرفة تجارة رام الله والبيرة: إنهاء الإضراب الشامل وفتح المحلات التجارية والأسواق لهذا اليوم الأربعاء الساعة الثالثة,5217247030,412017,2023,3,8,12,7,41
412027,اشي بخزي,1443637252,412026,2023,3,8,12,7,58
412028,اه,5405699748,412007,2023,3,8,12,7,59
412029,بعين الله يخوي💔😔,5217247030,412027,2023,3,8,12,8,17
412030,نفس اشي توكل على الله,5405699748,411961,2023,3,8,12,8,35
412031,مفش,5405699748,412030,2023,3,8,12,8,44
412032,صرة سالكة ؟,5545082249,-1,2023,3,8,12,10,26
412033,"زعترة سالك 
يتسهار سالك 
صرة سالك 
كلو سالك والطريق فاضية ورايقة",1765380048,-1,2023,3,8,12,11,10
412034,"من زعتره ل عيلي 
شيلو سالك 
مع وجود سياره شرطه",5259104132,-1,2023,3,8,12,11,57
412035,اللبن سالكة,5217247030,-1,2023,3,8,12,12,26
412036,شباب شو سبب الازمة عند جبع وحزما؟؟,946490964,-1,2023,3,8,12,13,5
412037,على مفرق الزعيم في حادث,5217247030,412036,2023,3,8,12,14,56
412038,,5678788601,-1,2023,3,8,12,15,42
412039,في اشي على ديرشرف / الطنيب ؟,2065031122,-1,2023,3,8,12,15,48
412040,شافي شمرون وحومش شو وضعهم؟,1290266178,-1,2023,3,8,12,15,50
412041,,1367089451,-1,2023,3,8,12,15,51
412042,مخصوم حواره ازمه,1710821539,-1,2023,3,8,12,16,21
412043,ز,5743196529,-1,2023,3,8,12,16,26
412044,في سيارات من جنين لطولكرم,871496805,-1,2023,3,8,12,16,29
412045,في حاجز اشي,5591909752,412042,2023,3,8,12,16,46
412046,ازمه والا اغلاق؟,1557932670,412042,2023,3,8,12,16,57
412047,هينا بدنا نمرق يخوي ونشوف,5217247030,412038,2023,3,8,12,16,58
412048,مخصوم حواره مغلق ا,5743196529,-1,2023,3,8,12,17,7
412049,حاجز حواره مغلق بالاتجاهين حاليا,1557932670,-1,2023,3,8,12,17,31
412050,حواره مسكر,1710821539,-1,2023,3,8,12,17,40
412051,,5743196529,-1,2023,3,8,12,17,43
412052,,1897618975,-1,2023,3,8,12,19,15
412053,اغلاق حاجز حوارة الان,1897618975,-1,2023,3,8,12,19,31
412054,؟؟ ضروري,2065031122,412039,2023,3,8,12,20,6
412055,الكونتينر مغلق وازمه للجهتين,1827882971,-1,2023,3,8,12,20,26
412056,حاليا سالك حركه سير طبيعيه,1827882971,412039,2023,3,8,12,20,35
412057,,2050516069,-1,2023,3,8,12,20,49
412058,ولي داخل على نابلس شو وضعو,5810612158,412053,2023,3,8,12,20,52
412059,صره يالك ؟؟,1835700526,-1,2023,3,8,12,20,59
412060,سالك؟,1835700526,-1,2023,3,8,12,21,7
412061,مغلق بالاتجاهين,1079951636,412058,2023,3,8,12,21,11
412062,بالاتجاهين,1557932670,412058,2023,3,8,12,21,12
412063,لهلا فاتح ممكن باي لحظه يسكر,1827882971,412059,2023,3,8,12,21,37
412064,عيون الحرميه سالك,5259104132,-1,2023,3,8,12,21,39
412065,الي طالع من نابلس ع رام الله من اي طريق يروح,5311655068,-1,2023,3,8,12,22,15
412066,صرة فاتح,1079951636,412065,2023,3,8,12,22,27
412067,ودير شرف فاتح,1079951636,-1,2023,3,8,12,22,31
412068,,5678788601,-1,2023,3,8,12,22,46
412069,زعترة سالك,5217247030,-1,2023,3,8,12,23,3
412070,تم فتح حاجز حوارة,1430596635,-1,2023,3,8,12,23,49
412071,هيو فتح مخصوم حواره,5571544147,-1,2023,3,8,12,23,50
412072,اي دوار,5828593937,412068,2023,3,8,12,23,57
412073,,2050516069,-1,2023,3,8,12,24,2
412074,عوفرا سالك مع وجود سياره شرطه,5259104132,-1,2023,3,8,12,24,4
412075,,1773563948,-1,2023,3,8,12,24,16
412076,,1773563948,-1,2023,3,8,12,24,17
412077,شباب من نابلس لا قلقيله,5062237674,-1,2023,3,8,12,24,34
412078,كيف وضع,5062237674,-1,2023,3,8,12,24,35
412079,سالك,5545082249,-1,2023,3,8,12,24,42
412080,الف الف اطلع,6011773576,-1,2023,3,8,12,24,47
412081,يسلم,5062237674,-1,2023,3,8,12,24,49
412082,سالك,1079951636,412077,2023,3,8,12,25,0
412083,يسلم ايديك 🤍,5062237674,-1,2023,3,8,12,25,6
412084,,5532246686,-1,2023,3,8,12,25,15
412085,,1557932670,-1,2023,3,8,12,25,23
412086,,5532246686,-1,2023,3,8,12,25,34
412087,شباب شو في ع حولره,5395634630,-1,2023,3,8,12,25,35
412088,حواره,5395634630,-1,2023,3,8,12,25,38
412089,شو وضع حوارة,1030274890,-1,2023,3,8,12,25,40
412090,كان في حاجز وفتح,1827882971,412089,2023,3,8,12,25,54
412091,سكرو حوارة هلا ورجعنا,1438350017,-1,2023,3,8,12,25,57
412092,حاجز حواره  فتح,1887156416,-1,2023,3,8,12,26,2
412093,,5532246686,-1,2023,3,8,12,26,3
412094,حوارة فتح بشكل طبيعي,5541611852,-1,2023,3,8,12,26,35
412095,فتح حاجز حواره,1887156416,-1,2023,3,8,12,26,40
412096,طريق تل فاتحه,5842586602,-1,2023,3,8,12,26,48
412097,نزول بتجاه بيت ايل,5259104132,-1,2023,3,8,12,27,5
412098,شباب شو وضع تسهار,2047550981,-1,2023,3,8,12,27,32
412099,حواره كيفك,5513163620,-1,2023,3,8,12,27,53
412100,كيف,5513163620,-1,2023,3,8,12,27,55
412101,سيارات شرطه نعففف ع خط رام الله,5259104132,-1,2023,3,8,12,28,2
412102,صرة كيف؟,1758014118,-1,2023,3,8,12,28,5
412103,فاتح,1079951636,412102,2023,3,8,12,28,45
412104,سلك,1079951636,412099,2023,3,8,12,28,51
412105,سالك,1079951636,412098,2023,3,8,12,28,59
412106,شو وضع الحاجز؟,1839411182,-1,2023,3,8,12,29,18
412107,ازمة,1839411182,-1,2023,3,8,12,29,21
412108,؟؟,1839411182,-1,2023,3,8,12,29,25
412109,اللي جاي من جه الرام شرطه واقف ع بيت ايل,5259104132,-1,2023,3,8,12,29,37
412110,,1773563948,-1,2023,3,8,12,30,26
